80806, BUTTER NAAN, KADAI PANEER, CHE SANDWICH, CHE SANDWICH,
86497, PEPSI MIX, COKE MIX,
82758, ALOO PARATHA, CURD, PEPSI MIX,
115581, PLAIN MAGGI, PULPY ORANGE,
75803, MASALA DOSA, MY CAN,
77406, BUTTER NAAN, KADAI PANEER,
87476, FIVE STAR@20, CHE SANDWICH,
102407, COKE CAN, CHI LOLLIPOP,
84451, PULPY ORANGE, ALOO PARATHA,
104819, FIVE STAR@20, PULPY ORANGE,
86647, FRUIT SHAKE, CHE SANDWICH,
81231, ALOO PARATHA, CHE SANDWICH,
89622, FRUIT SHAKE, ICECREAMSHAKE,
111616, CHI.PAKODA, CHILLI CHICKEN, ICECREAMSHAKE,
92535, CHI LOLLIPOP, COKE MIX,
99544, EGG RICE, CHI.RICE,
80630, PLAIN MAGGI, FRUIT SHAKE,
82413, FRUIT SHAKE, PANEER FRANKY,
93386, PLAIN MAGGI, FRUIT SHAKE,
107469, COKE CAN, CHE SANDWICH,
75787, ICECREAMSHAKE, ALOO PARATHA,
104435, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA, PANEER FRANKY,
104484, FRUIT SHAKE, KAJU SHAKE, PANEER FRANKY,
88736, VEG RICE, PEPSI MIX,
114337, CHI.RICE, CHE SANDWICH,
98204, ALOO PARATHA, BUTTER,
98915, ALOO PARATHA, BUTTER,
98922, ALOO PARATHA, BUTTER,
96128, PLAIN MAGGI, CHE SANDWICH,
96527, PEPSI MIX, CHE SANDWICH,
103048, CHI.PAKODA, SAMBHAR VADA,
79551, FRUIT SHAKE, ICE,
84264, ICE, CHE SANDWICH,
87581, FRUIT SHAKE, CHE SANDWICH,
90992, FRIED MAGGI, CHE SANDWICH, COKE MIX,
78744, PLAIN MAGGI, FRUIT SHAKE,
84946, BUTTER NAAN, FRUIT SHAKE,
105454, LAYS / BINGO, WAFFY,
108893, VEG PATTY, COKE MIX,
108912, LAYS / BINGO, COKE MIX,
112569, PLAIN MAGGI, FRUIT SHAKE,
84456, BUTTER NAAN, KADAI PANEER,
97609, PLAIN MAGGI, VEG RICE, BUTTER NAAN, KADAI PANEER,
97666, LAYS / BINGO, ICECREAMSHAKE,
108153, FRIED MAGGI, PLAIN DOSA, VEG RICE,
85188, COKE CAN, CHE BURGER,
92667, PLAIN MAGGI, COKE MIX,
99194, COKE CAN, ALOO PARATHA, BUTTER,
111847, COKE CAN, ALOO PARATHA, BUTTER,
114129, ALOO PARATHA, BUTTER, COKE MIX,
87318, FRUIT SHAKE, CHE SANDWICH, CHE SANDWICH,
95581, COKE CAN, FALUDA KULFI,
77519, FRUIT SHAKE, CHE SANDWICH,
79283, FRUIT SHAKE, PANEER FRANKY,
80351, FRUIT SHAKE, CHE BURGER,
85124, PULPY ORANGE, FRUIT SHAKE, PEPSI MIX,
92829, VEG PATTY, ICECREAMSHAKE, MY CAN,
97791, MASALA DOSA, FRUIT SHAKE,
98534, VEG PATTY, FRUIT SHAKE,
99036, MASALA DOSA, FRUIT SHAKE,
100585, FRUIT SHAKE, CHE SANDWICH,
109090, OREO@30, FRUIT SHAKE,
116471, FRUIT SHAKE, CHE SANDWICH,
81264, ICECREAMSHAKE, CHE SANDWICH,
83399, CHI.PAKODA, ICECREAMSHAKE, COKE MIX,
83403, LAYS / BINGO, PEPSI MIX,
87538, CHILLI CHICKEN, PULPY ORANGE,
91133, CHI.PAKODA, ICECREAMSHAKE,
93326, PLAIN MAGGI, CHI PASTA, COKE MIX,
94401, CHI.TANDURY 1/2, CHI.PAKODA, COKE MIX,
103412, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
107089, CHI.TANDURY 1/2, PULPY ORANGE, ICECREAMSHAKE, COKE MIX,
108143, FRIED MAGGI, MASALA DOSA,
108745, MASALA DOSA, CHILLI CHICKEN,
109806, FRIED MAGGI, CHI.RICE,
110423, BUTTER NAAN, BUTTER CHICKEN,
111409, CHI.RICE, PANEER FRANKY,
111432, LAYS / BINGO, COKE MIX,
112596, FRUIT SHAKE, COKE MIX,
116021, CHI.RICE, CHE SANDWICH,
104059, BUTTER NAAN, CHILLI PANEER,
92557, FRIED MAGGI, ICECREAMSHAKE,
103210, EGG RICE, CHI.RICE, CHI.PAKODA, BUTTER NAAN, KADAI PANEER,
103211, EGG RICE, BUTTER CHICKEN,
103244, BUTTER NAAN, BUTTER CHICKEN,
103246, BUTTER NAAN, CHILLI PANEER,
103303, BUTTER NAAN, BUTTER CHICKEN,
103324, BUTTER NAAN, BUTTER CHICKEN,
103340, FRUIT SHAKE, COKE MIX,
103400, FRUIT SHAKE, COKE MIX,
105858, FRIED MAGGI, PANEER FRANKY,
86239, VEG PATTY, FRUIT SHAKE,
104445, PULPY ORANGE, CHE BURGER,
89475, ICECREAMSHAKE, CHE SANDWICH,
89512, PLAIN MAGGI, FRUIT SHAKE, CHE SANDWICH,
80995, BUTTER NAAN, BUTTER CHICKEN, PEPSI MIX,
82663, BUTTER NAAN, BUTTER CHICKEN,
87347, BUTTER NAAN, BUTTER CHICKEN,
97956, VEG PASTA, LAYS / BINGO,
98010, PULPY ORANGE, MATKA KULFI, COKE MIX,
107293, BUTTER NAAN, BUTTER CHICKEN,
107426, LAYS / BINGO, COKE MIX,
107965, VEG PATTY, LAYS / BINGO,
87536, BUTTER NAAN, CHILLI CHICKEN,
89103, BUTTER NAAN, BUTTER CHICKEN, CHE SANDWICH,
100313, EGG RICE, FRUIT SHAKE, FRUIT SHAKE,
100819, VEG RICE, ICECREAMSHAKE,
108813, BUTTER NAAN, KADAI PANEER,
105613, ALOO PARATHA, BUTTER, PANEER FRANKY,
79566, GOODAY@20, CHOCO PIE, WAFFY,
80397, PLAIN MAGGI, PULPY ORANGE,
81525, FRUIT SHAKE, CHE SANDWICH,
85277, FRUIT SHAKE, CHE BURGER,
89764, FRUIT SHAKE, ALOO PARATHA,
92720, FRUIT SHAKE, CHE BURGER,
98919, FRUIT SHAKE, CHE SANDWICH,
102588, VEG RICE, CHE SANDWICH,
105590, VEG RICE, CHE SANDWICH,
106850, FRUIT SHAKE, CHE SANDWICH,
111482, FRUIT SHAKE, CHE SANDWICH,
113502, FRUIT SHAKE, ALOO PARATHA,
114800, FRUIT SHAKE, WAFFY,
115579, BUTTER NAAN, CHILLI CHICKEN,
80673, ALOO PARATHA, COKE MIX,
114215, PULPY ORANGE, ALOO PARATHA,
85055, BUTTER NAAN, ICECREAMSHAKE,
91557, FRUIT SHAKE, CHE SANDWICH,
100879, PULPY ORANGE, ALOO PARATHA,
101439, CHI.RICE, COKE MIX,
107388, ICECREAMSHAKE, PANEER FRANKY,
104432, BUTTER NAAN, BUTTER CHICKEN,
104502, FRUIT SHAKE, ICECREAMSHAKE,
102742, ALOO PARATHA, CHE SANDWICH,
116560, ALOO PARATHA, CHE SANDWICH,
87526, CHI.TANDURY 1/2, SLICE,
103074, ICECREAMSHAKE, ALOO PARATHA, BUTTER,
103216, FRUIT SHAKE, ICECREAMSHAKE,
110411, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, ALOO PARATHA, COKE MIX,
110441, CHILLI PANEER, FRUIT SHAKE, ICECREAMSHAKE,
76556, CHI.PAKODA, CHILLI CHICKEN,
106526, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE,
106532, CHI.TANDURI FULL, CHI.PAKODA, BUTTER NAAN, PULPY ORANGE,
106547, FRUIT SHAKE, ICECREAMSHAKE,
106561, FRUIT SHAKE, ICECREAMSHAKE,
106590, ICECREAMSHAKE, ICE,
111337, BUTTER NAAN, KADAI PANEER,
91355, BUTTER NAAN, KADAI PANEER, VENDING TOKEN,
104172, BUTTER NAAN, KADAI PANEER, COKE MIX,
104271, BUTTER NAAN, ICECREAMSHAKE, COKE MIX,
104303, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, COKE MIX,
79797, CHILLI PANEER, COKE MIX,
94284, BUTTER NAAN, KADAI PANEER, BUTTER CHICKEN,
104057, BUTTER NAAN, BUTTER CHICKEN,
86240, VEG PATTY, ALOO PARATHA,
101746, VEG PATTY, PASTRY, ALOO PARATHA,
102614, ALOO PARATHA, CHE SANDWICH,
105528, VEG PATTY, ALOO PARATHA,
106330, VEG PATTY, ALOO PARATHA,
80269, EGG RICE, ICECREAMSHAKE,
80418, ICECREAMSHAKE, CHE BURGER,
81941, EGG RICE, ICECREAMSHAKE,
96098, CHI.TANDURY 1/2, BUTTER NAAN,
78427, PULPY ORANGE, ICECREAMSHAKE,
78471, PLAIN MAGGI, COKE CAN, ICECREAMSHAKE, ALOO PARATHA,
78473, CHILLI PANEER, FRUIT SHAKE, ICECREAMSHAKE,
78482, BUTTER NAAN, KADAI PANEER,
78483, CHI.TANDURI FULL, COKE MIX,
78486, CHILLI PANEER, COKE MIX,
78498, PLAIN MAGGI, COKE CAN, FRUIT SHAKE,
78602, SILK, PULPY ORANGE,
78606, COKE CAN, FRUIT SHAKE,
78611, PULPY ORANGE, ICECREAMSHAKE,
81733, PULPY ORANGE, ICECREAMSHAKE,
84600, PULPY ORANGE, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
89306, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
92868, VEG PATTY, ICECREAMSHAKE,
94514, FRUIT SHAKE, ICECREAMSHAKE, CHE SANDWICH,
96983, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA,
97275, FIVE STAR@20, FRUIT SHAKE, PEPSI MIX,
103624, VEG PATTY, PULPY ORANGE, PANEER FRANKY,
105040, PULPY ORANGE, FRUIT SHAKE,
105684, LAYS / BINGO, ICECREAMSHAKE,
113751, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA,
113759, FRUIT SHAKE, CHE SANDWICH,
113803, ICECREAMSHAKE, CHE SANDWICH,
81034, PEPSI MIX, CHE SANDWICH,
82754, PLAIN MAGGI, ICE,
100997, CHI.RICE, CHE SANDWICH,
101077, ICECREAMSHAKE, COKE MIX,
77505, BUTTER NAAN, KADAI PANEER,
100053, ALOO PARATHA, ALOO PARATHA,
96021, CHILLI CHICKEN, ICE,
116589, PULPY ORANGE, CHE SANDWICH,
88314, PLAIN MAGGI, CHE SANDWICH,
88367, ICECREAMSHAKE, CHE SANDWICH,
95426, ICECREAMSHAKE, CHE SANDWICH,
97586, BUTTER NAAN, KADAI PANEER,
97610, BUTTER NAAN, ICECREAMSHAKE,
83249, CHI.TANDURY 1/2, BUTTER NAAN, KADAI PANEER, CHILLI CHICKEN,
93167, PLAIN MAGGI, LAYS / BINGO, COKE MIX,
110030, CHI.TANDURI FULL, COKE MIX,
106695, ICECREAMSHAKE, CHE SANDWICH,
108204, FRIED MAGGI, CHE BURGER,
113076, D.MILK, ICECREAMSHAKE,
103319, BUTTER NAAN, KADAI PANEER,
91199, ICECREAMSHAKE, ALOO PARATHA,
99329, ICECREAMSHAKE, ALOO PARATHA,
99344, BUTTER NAAN, KADAI PANEER,
75344, MY CAN, WAFFY,
78701, COKE CAN, WAFFY,
83760, COKE MIX, PANEER FRANKY,
87457, GOODAY@20, WAFFY,
111859, ICECREAMSHAKE, PANEER FRANKY,
108894, BRT. CAKE, ALOO PARATHA,
82815, PLAIN MAGGI, COKE CAN, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
84487, PLAIN MAGGI, FRUIT SHAKE,
96577, BUTTER NAAN, KADAI PANEER,
101267, BUTTER NAAN, PULPY ORANGE,
104632, ICECREAMSHAKE, PANEER FRANKY,
105810, FRUIT SHAKE, ALOO PARATHA,
107487, FRUIT SHAKE, PANEER FRANKY,
110268, PULPY ORANGE, FRUIT SHAKE, CHE BURGER,
112037, FRUIT SHAKE, ALOO PARATHA,
114791, FRUIT SHAKE, ALOO PARATHA,
115741, FRUIT SHAKE, ALOO PARATHA,
115761, BOURBON, FRUIT SHAKE, ALOO PARATHA,
107175, LAYS / BINGO, BRT. CAKE,
92823, KADAI PANEER, PLAIN NAAN,
92940, FRUIT SHAKE, PLAIN NAAN,
104538, ICECREAMSHAKE, CHOCO PIE, CHE SANDWICH,
107180, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
115589, BUTTER NAAN, FRUIT SHAKE,
76589, BUTTER NAAN, CHILLI CHICKEN,
76660, ALOO PARATHA, CURD,
86851, BUTTER NAAN, CHILLI PANEER,
88130, FIVE STAR@20, MY CAN,
110391, DAIRY MILK, ICECREAMSHAKE,
110832, DAIRY MILK, ICECREAMSHAKE,
75377, BUTTER NAAN, KADAI PANEER,
100449, BUTTER NAAN, KADAI PANEER,
107054, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, COKE MIX,
107752, BUTTER NAAN, KADAI PANEER,
109532, BUTTER NAAN, KADAI PANEER,
116214, BUTTER NAAN, KADAI PANEER,
104230, FRUIT SHAKE, PANEER FRANKY,
86093, BUTTER NAAN, KADAI PANEER,
91595, BUTTER NAAN, BUTTER CHICKEN,
110533, BUTTER NAAN, BUTTER CHICKEN,
114108, OREO@30, CHOCO PIE,
76081, ALOO PARATHA, BUTTER,
76094, ICECREAMSHAKE, ALOO PARATHA,
76103, BUTTER NAAN, KADAI PANEER,
76107, CHI.TANDURY 1/2, CHE SANDWICH,
76110, MASALA DOSA, VEG PASTA, PEPSI MIX, CHE SANDWICH,
76141, PEPSI MIX, COKE MIX,
76191, BUTTER NAAN, CHE SANDWICH,
96025, CHI.RICE, ICECREAMSHAKE,
78640, BUTTER NAAN, BUTTER CHICKEN,
100454, CHI.RICE, CHILLI CHICKEN,
104446, FRUIT SHAKE, CHE BURGER,
107754, BUTTER NAAN, KADAI PANEER,
98756, VEG RICE, KADAI PANEER, ICECREAMSHAKE,
113689, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE,
84605, PLAIN MAGGI, FRUIT SHAKE,
85852, LAYS / BINGO, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
106000, FRUIT SHAKE, PANEER FRANKY,
114812, FRUIT SHAKE, ALOO PARATHA,
77313, FRUIT SHAKE, CHE SANDWICH,
80349, PULPY ORANGE, ICE,
106798, CHI.PAKODA, COKE MIX, PANEER FRANKY,
106812, PLAIN MAGGI, PULPY ORANGE,
83751, CHE SANDWICH, PANEER FRANKY,
83808, FRIED MAGGI, COKE MIX,
81734, CHI.RICE, PULPY ORANGE, CHE SANDWICH,
84607, LAYS / BINGO, PULPY ORANGE, CHE SANDWICH, COKE MIX,
85261, PULPY ORANGE, VENDING TOKEN,
105683, FRUIT SHAKE, CHE SANDWICH,
95845, BUTTER NAAN, KADAI PANEER,
95933, PLAIN MAGGI, PANEER FRANKY,
92961, PLAIN MAGGI, FRUIT SHAKE,
97443, PLAIN MAGGI, VEG RICE, CHILLI PANEER,
89443, PLAIN MAGGI, PULPY ORANGE,
99062, PULPY ORANGE, CHE SANDWICH, CAPRI SUN,
87545, ICECREAMSHAKE, CHE SANDWICH,
103466, PULPY ORANGE, COKE MIX,
77803, LAYS / BINGO, ALOO PARATHA,
79254, PLAIN MAGGI, VEG PASTA,
82906, LAYS / BINGO, COKE MIX,
84552, PLAIN MAGGI, CHE SANDWICH,
89793, PULPY ORANGE, FRUIT SHAKE, COKE MIX,
91182, FRUIT SHAKE, ALOO PARATHA,
116098, FRIED MAGGI, ALOO PARATHA,
114798, LAYS / BINGO, PULPY ORANGE,
84209, LAYS / BINGO, COKE MIX,
93366, KADAI PANEER, PLAIN NAAN,
93497, LAYS / BINGO, LAYS / BINGO,
101454, BUTTER NAAN, KADAI PANEER, COKE MIX,
101457, PULPY ORANGE, COKE MIX,
101505, BUTTER NAAN, KADAI PANEER, CHE SANDWICH,
101579, CHILLI PANEER, COKE MIX,
101595, LAYS / BINGO, BOURBON, COKE MIX,
111364, ICECREAMSHAKE, COKE MIX,
114833, ALOO PARATHA, COKE MIX,
78763, FRUIT SHAKE, CHE SANDWICH,
84121, FRUIT SHAKE, ALOO PARATHA,
111862, FRUIT SHAKE, COKE MIX,
80617, FRIED MAGGI, COKE CAN,
89122, FRIED MAGGI, VEG PASTA,
74895, CHILLI PANEER, FRUIT SHAKE, COKE MIX,
79251, FRUIT SHAKE, ALOO PARATHA, CURD,
79339, LAYS / BINGO, FRUIT SHAKE,
82324, FRUIT SHAKE, ALOO PARATHA, CURD,
82481, FRUIT SHAKE, CHE SANDWICH,
88684, LAYS / BINGO, FRUIT SHAKE,
91040, FRUIT SHAKE, ALOO PARATHA, CURD,
91120, LAYS / BINGO, LAYS / BINGO, OREO@15,
93889, BUTTER NAAN, KADAI PANEER, ALOO PARATHA,
93944, PLAIN MAGGI, FRUIT SHAKE, SLICE,
103395, BUTTER NAAN, KADAI PANEER, ALOO PARATHA,
111687, BUTTER NAAN, BUTTER CHICKEN, FRUIT SHAKE,
113350, LAYS / BINGO, FRUIT SHAKE,
87655, ICECREAMSHAKE, PEPSI MIX,
108581, VEG PATTY, COKE MIX,
108583, LAYS / BINGO, WAFFY,
81610, ICECREAMSHAKE, PANEER FRANKY,
112712, VEG RICE, ICECREAMSHAKE,
104737, FRIED MAGGI, COKE MIX,
114630, BUTTER NAAN, CHILLI CHICKEN,
76793, SLICE, CHE SANDWICH,
77786, PEPSI MIX, COKE MIX,
105428, CHI.TANDURY 1/2, COKE MIX,
108886, VEG PATTY, ALOO PARATHA,
110178, JAM TREAT, FRUIT SHAKE,
87645, BUTTER NAAN, KADAI PANEER,
96159, LAYS / BINGO, PEPSI MIX,
83738, CHI.PAKODA, ICECREAMSHAKE,
110694, BUTTER NAAN, KADAI PANEER,
84317, CHE SANDWICH, COKE MIX,
84341, FRUIT SHAKE, CHE SANDWICH,
93263, LITTLE HEARTS, ICECREAMSHAKE,
100722, FRUIT SHAKE, CHE SANDWICH,
102692, FRUIT SHAKE, CHE SANDWICH,
112036, CHI.PAKODA, COKE MIX,
106515, VEG RICE, CHI.RICE, BUTTER NAAN, KADAI PANEER, BUTTER CHICKEN,
106516, CHOCO PIE, COKE MIX,
106531, VEG RICE, CHI.TANDURI FULL, ICECREAMSHAKE, COKE MIX,
106576, BOURBON, ICECREAMSHAKE,
75878, BUTTER NAAN, FRUIT SHAKE,
76753, CHILLI CHICKEN, FRUIT SHAKE,
77800, FRUIT SHAKE, MAKHANIA LASSI,
80841, VEG RICE, FRUIT SHAKE,
84633, LAYS / BINGO, COKE MIX,
88475, VEG RICE, FRUIT SHAKE,
102725, VEG RICE, FRUIT SHAKE,
78569, PLAIN MAGGI, ICE, CHE SANDWICH,
78594, PULPY ORANGE, ICECREAMSHAKE,
83753, PULPY ORANGE, ICE,
90655, LITTLE HEARTS, CHE SANDWICH,
98348, ALOO PARATHA, CHE SANDWICH,
105909, FRUIT SHAKE, CHE SANDWICH,
75123, CHE SANDWICH, CHE SANDWICH,
112571, PULPY ORANGE, FRUIT SHAKE,
93389, PLAIN MAGGI, FRUIT SHAKE,
78377, ICECREAMSHAKE, PANEER FRANKY,
78391, LAYS / BINGO, JAM TREAT, ICECREAMSHAKE,
89482, PULPY ORANGE, ALOO PARATHA,
86730, FRUIT SHAKE, CHE SANDWICH,
79593, BUTTER NAAN, KADAI PANEER, COKE MIX,
89158, BUTTER NAAN, CHILLI PANEER,
96998, BUTTER NAAN, CHILLI PANEER,
100820, BUTTER NAAN, BUTTER CHICKEN, CHILLI PANEER, CHE SANDWICH, COKE MIX,
101007, ICECREAMSHAKE, CHE SANDWICH,
101090, LAYS / BINGO, CHE SANDWICH,
109921, BUTTER NAAN, CHILLI PANEER,
110874, BUTTER NAAN, KADAI PANEER,
110902, ICECREAMSHAKE, CHE SANDWICH,
101128, ICECREAMSHAKE, FALUDA KULFI, KAJU SHAKE,
105690, ALOO PARATHA, PANEER FRANKY,
80698, ICECREAMSHAKE, CHE SANDWICH,
89351, FRIED MAGGI, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA,
93347, PLAIN MAGGI, FRUIT SHAKE,
109790, MASALA DOSA, FRUIT SHAKE,
89911, FRUIT SHAKE, ALOO PARATHA,
92430, KADAI PANEER, PLAIN NAAN,
91178, PULPY ORANGE, ALOO PARATHA,
112427, FRIED MAGGI, PULPY ORANGE,
77524, CHE SANDWICH, COKE MIX,
81188, PULPY ORANGE, CHE SANDWICH,
82535, PULPY ORANGE, CHE SANDWICH,
83881, PULPY ORANGE, CHE SANDWICH,
85678, PULPY ORANGE, CHE SANDWICH,
86957, VEG PATTY, PULPY ORANGE, PULPY ORANGE,
88970, PULPY ORANGE, CHE SANDWICH,
90823, PULPY ORANGE, CHE SANDWICH,
92507, ALOO PARATHA, COKE MIX,
95130, CHI.TANDURY 1/2, CHE SANDWICH,
97751, PULPY ORANGE, CHE BURGER,
107761, BUTTER NAAN, KADAI PANEER, COKE MIX,
113364, PULPY ORANGE, CHE SANDWICH,
113398, PULPY ORANGE, CHE SANDWICH,
95377, ALOO PARATHA, CURD, CHE SANDWICH,
95430, ICECREAMSHAKE, PEPSI MIX, PEPSI MIX, CHE SANDWICH,
84132, MY CAN, PANEER FRANKY,
87659, COKE CAN, CHE SANDWICH,
91456, MY CAN, CHE SANDWICH,
93085, FRIED MAGGI, MY CAN,
95365, COKE CAN, CHE SANDWICH,
76513, VEG PATTY, ALOO PARATHA, ICE,
101659, VEG PATTY, ALOO PARATHA,
102582, ICECREAMSHAKE, CHE SANDWICH,
84858, ALOO PARATHA, CURD, BUTTER,
89214, CHI.RICE, FRUIT SHAKE,
108911, ALOO PARATHA, COKE MIX,
92762, PANEER FRANKY, PLAIN NAAN,
97271, PLAIN MAGGI, ALOO PARATHA, BUTTER,
103325, BUTTER NAAN, KADAI PANEER,
106787, CHE SANDWICH, PANEER FRANKY,
113620, BUTTER NAAN, KADAI PANEER,
100467, ICECREAMSHAKE, CHE SANDWICH,
100530, CHI.RICE, FRUIT SHAKE,
75596, ALOO PARATHA, KAJU SHAKE,
82768, ALOO PARATHA, BUTTER,
84291, CHI.RICE, ALOO PARATHA,
98376, BUTTER NAAN, KADAI PANEER,
111298, PULPY ORANGE, CHE SANDWICH,
89540, ICECREAMSHAKE, CHE SANDWICH,
104063, FRIED MAGGI, PULPY ORANGE,
82671, CHI.PAKODA, BOURBON, FRUIT SHAKE,
87359, CHI.PAKODA, FRUIT SHAKE,
96003, CHI.PAKODA, ICECREAMSHAKE,
87084, BUTTER NAAN, COKE MIX,
97997, PLAIN MAGGI, COKE MIX,
99696, VEG PATTY, PEPSI MIX,
93176, PLAIN MAGGI, PEPSI MIX,
98572, CHI.TANDURY 1/2, BUTTER NAAN, BUTTER CHICKEN,
101888, CHI.TANDURI FULL, BUTTER CHICKEN, ALOO PARATHA,
104968, CHI.TANDURI FULL, ALOO PARATHA,
106548, BUTTER CHICKEN, ALOO PARATHA,
110798, COKE MIX, PANEER FRANKY,
74891, CHI.RICE, BUTTER NAAN, KADAI PANEER,
74924, BUTTER NAAN, KADAI PANEER,
80637, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
108852, CHI.PAKODA, LAYS / BINGO, COKE MIX,
110020, BUTTER NAAN, BUTTER CHICKEN,
80261, BUTTER NAAN, BUTTER CHICKEN,
87138, BUTTER NAAN, BUTTER CHICKEN,
87283, ICECREAMSHAKE, CHE SANDWICH,
88675, BUTTER NAAN, BUTTER CHICKEN,
92522, BUTTER CHICKEN, PLAIN NAAN,
96136, BUTTER NAAN, BUTTER CHICKEN,
103418, PULPY ORANGE, FRUIT SHAKE, COKE MIX,
107960, LAYS / BINGO, PULPY ORANGE, ICECREAMSHAKE,
108859, BUTTER NAAN, BUTTER CHICKEN,
79507, FRUIT SHAKE, ALOO PARATHA,
83557, FRUIT SHAKE, CHE SANDWICH,
76091, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, ALOO PARATHA, BUTTER,
84399, PLAIN MAGGI, BUTTER NAAN, KADAI PANEER, CHE SANDWICH,
89477, PLAIN MAGGI, CHE SANDWICH, COKE MIX,
101776, PULPY ORANGE, CHOCO PIE,
86531, LAYS / BINGO, ICECREAMSHAKE,
92933, KADAI PANEER, PLAIN NAAN,
96287, BUTTER NAAN, CHILLI CHICKEN,
90132, CHI.PAKODA, PEPSI MIX, FRIED IDLY,
100319, FRUIT SHAKE, FALUDA KULFI, CHE SANDWICH,
74765, PULPY ORANGE, ICECREAMSHAKE,
79141, CHI.PAKODA, PEPSI MIX,
89212, FRUIT SHAKE, MY CAN,
89591, FRUIT SHAKE, PEPSI MIX,
89720, LITTLE HEARTS, PEPSI MIX,
95195, CHI.RICE, MY CAN,
103425, LITTLE HEARTS, COKE MIX,
109542, FRIED MAGGI, COKE MIX,
83880, PLAIN MAGGI, FRUIT SHAKE,
101184, BUTTER CHICKEN, ICECREAMSHAKE, ICECREAMSHAKE,
84606, PLAIN MAGGI, CHE SANDWICH,
106494, FRUIT SHAKE, ICECREAMSHAKE,
83527, BARAF KA GOLA /FALUDA, PANEER FRANKY,
88102, ALOO PARATHA, BARAF KA GOLA /FALUDA,
95227, MAKHANIA LASSI, CHE SANDWICH,
97969, PLAIN MAGGI, BARAF KA GOLA /FALUDA,
102077, KAJU SHAKE, CHE SANDWICH,
83206, LITTLE HEARTS, ALOO PARATHA,
86839, VEG PATTY, BUTTER NAAN,
93442, LAYS / BINGO, LITTLE HEARTS,
87617, CHI.TANDURY 1/2, CHI.TANDURI FULL, BUTTER NAAN, KADAI PANEER, COKE MIX,
87618, ICECREAMSHAKE, PEPSI MIX, CHE SANDWICH,
87662, BUTTER CHICKEN, FRUIT SHAKE, ICECREAMSHAKE,
87734, ICECREAMSHAKE, COKE MIX,
96256, ALOO PARATHA, MY CAN,
109302, BUTTER NAAN, BUTTER CHICKEN, FRUIT SHAKE,
95029, ICECREAMSHAKE, CHI LOLLIPOP,
107397, CHI.RICE, CHI.PAKODA,
111143, CHI.RICE, ICECREAMSHAKE,
76062, ICECREAMSHAKE, COKE MIX,
108885, VEG PATTY, ALOO PARATHA,
74880, MATKA KULFI, WAFFY,
97774, LITTLE HEARTS, FRUIT SHAKE,
108228, MASALA DOSA, FRUIT SHAKE,
115580, CHILLI CHICKEN, CHE SANDWICH,
93510, VEG RICE, CHI.RICE,
79184, ALOO PARATHA, WAFFY,
97691, BUTTER NAAN, KADAI PANEER, CHE BURGER, COKE MIX,
86182, VEG RICE, COKE MIX,
90185, FRIED MAGGI, PEPSI MIX,
93395, CHI.RICE, PEPSI MIX,
116582, BUTTER NAAN, CHILLI CHICKEN,
106156, PLAIN MAGGI, PLAIN MAGGI, CHE SANDWICH,
74713, VEG PATTY, PULPY ORANGE,
105783, PLAIN MAGGI, COKE CAN, ALOO PARATHA,
81930, BUTTER NAAN, BUTTER CHICKEN,
89565, FRUIT SHAKE, ICECREAMSHAKE,
93391, PLAIN MAGGI, JAM TREAT,
78631, CHI.RICE, LITTLE HEARTS,
85553, VEG RICE, CHILLI PANEER,
87168, VEG RICE, CHILLI CHICKEN,
92951, VEG PATTY, CHI.RICE,
100446, EGG RICE, CHI.RICE, PULPY ORANGE,
103318, LAYS / BINGO, OREO@30,
107753, VEG RICE, CHILLI PANEER,
108702, BUTTER NAAN, CHILLI CHICKEN,
80454, VEG PASTA, ALOO PARATHA,
80330, FRIED MAGGI, ICECREAMSHAKE, PANEER FRANKY,
82348, ICECREAMSHAKE, CHE SANDWICH, PANEER FRANKY,
83346, BUTTER NAAN, KADAI PANEER,
83371, BUTTER NAAN, COKE MIX,
92690, KADAI PANEER, PLAIN NAAN,
97269, PLAIN MAGGI, ALOO PARATHA,
108169, MIX UTTAPAM, FRUIT SHAKE, CHE BURGER,
94415, CHI.TANDURI FULL, PEPSI MIX, PANEER FRANKY,
99890, VEG PATTY, PASTRY,
103528, VEG PATTY, COKE MIX,
86530, CHILLI CHICKEN, CHE SANDWICH,
109916, CHI.TANDURI FULL, PULPY ORANGE,
